"","Mix_names","Compound1","Compound2","x1","Tc"
"m1824_dodecane+acetic acid","dodecane+acetic acid","dodecane","acetic acid",0.111,583.9
"m1825_dodecane+acetic acid","dodecane+acetic acid","dodecane","acetic acid",0.162,586.3
"m1826_dodecane+acetic acid","dodecane+acetic acid","dodecane","acetic acid",0.202,589.5
"m1827_dodecane+pyridine","dodecane+pyridine","dodecane","pyridine",0.034,617.3
"m1828_dodecane+pyridine","dodecane+pyridine","dodecane","pyridine",0.049,617.2
"m1829_dodecane+pyridine","dodecane+pyridine","dodecane","pyridine",0.079,617.3
"m1830_dodecane+pyridine","dodecane+pyridine","dodecane","pyridine",0.167,619.6
"m1831_2-methylpentane+water","2-methylpentane+water","2-methylpentane","water",0.08,628
"m1832_cyclohexane+water","cyclohexane+water","cyclohexane","water",0.045,623
"m1833_cyclohexane+water","cyclohexane+water","cyclohexane","water",0.125,623
"m1834_cyclohexane+water","cyclohexane+water","cyclohexane","water",0.134,633
"m1835_cyclohexane+water","cyclohexane+water","cyclohexane","water",0.149,643
"m1836_cyclohexane+water","cyclohexane+water","cyclohexane","water",0.171,663
"m1837_cyclohexane+water","cyclohexane+water","cyclohexane","water",0.176,673
"m1838_cyclohexane+water","cyclohexane+water","cyclohexane","water",0.188,683
"m1839_ethene+trichloromethane","ethene+trichloromethane","ethene","trichloromethane",0.797,373.2
"m1840_ethene+trichloromethane","ethene+trichloromethane","ethene","trichloromethane",0.83,348.2
"m1841_ethene+trichloromethane","ethene+trichloromethane","ethene","trichloromethane",0.894,323.2
"m1842_ethene+trichloromethane","ethene+trichloromethane","ethene","trichloromethane",0.969,298.2
"m1843_ethene+chloroethene","ethene+chloroethene","ethene","chloroethene",0.7,358
"m1844_ethene+1,1,1,3-tetrachloropropane","ethene+1,1,1,3-tetrachloropropane","ethene","1,1,1,3-tetrachloropropane",0.89,348.2
"m1845_ethene+1,1,1,3-tetrachloropropane","ethene+1,1,1,3-tetrachloropropane","ethene","1,1,1,3-tetrachloropropane",0.91,323.2
"m1846_ethene+1,1,1,3-tetrachloropropane","ethene+1,1,1,3-tetrachloropropane","ethene","1,1,1,3-tetrachloropropane",0.981,298.2
"m1847_ethene+1,1,1,5-tetrachloropentane","ethene+1,1,1,5-tetrachloropentane","ethene","1,1,1,5-tetrachloropentane",0.892,298.2
"m1848_ethene+1,1,1,7-tetrachloroheptane","ethene+1,1,1,7-tetrachloroheptane","ethene","1,1,1,7-tetrachloroheptane",0.907,298.2
"m1849_ethene+1,1,1,9-tetrachlorononane","ethene+1,1,1,9-tetrachlorononane","ethene","1,1,1,9-tetrachlorononane",0.91,298.2
"m1850_benzene+trichloromethane","benzene+trichloromethane","benzene","trichloromethane",0.1995,544.4
"m1851_benzene+trichloromethane","benzene+trichloromethane","benzene","trichloromethane",0.396,549.5
"m1852_benzene+trichloromethane","benzene+trichloromethane","benzene","trichloromethane",0.602,554.9
"m1853_benzene+trichloromethane","benzene+trichloromethane","benzene","trichloromethane",0.7941,559
"m1854_benzene+tetrachloromethane","benzene+tetrachloromethane","benzene","tetrachloromethane",0.0958,556.65
"m1855_benzene+tetrachloromethane","benzene+tetrachloromethane","benzene","tetrachloromethane",0.235,557.05
"m1856_benzene+tetrachloromethane","benzene+tetrachloromethane","benzene","tetrachloromethane",0.44,558.15
"m1857_benzene+tetrachloromethane","benzene+tetrachloromethane","benzene","tetrachloromethane",0.5267,558.45
"m1858_benzene+tetrachloromethane","benzene+tetrachloromethane","benzene","tetrachloromethane",0.6178,558.85
"m1859_benzene+tetrachloromethane","benzene+tetrachloromethane","benzene","tetrachloromethane",0.736,559.65
"m1860_benzene+tetrachloromethane","benzene+tetrachloromethane","benzene","tetrachloromethane",0.8375,560.05
"m1861_benzene+tetrachloromethane","benzene+tetrachloromethane","benzene","tetrachloromethane",0.941,560.55
"m1862_benzene+water","benzene+water","benzene","water",0.03,638.3
"m1863_benzene+water","benzene+water","benzene","water",0.061,623.9
"m1864_benzene+water","benzene+water","benzene","water",0.09,609.3
"m1865_benzene+water","benzene+water","benzene","water",0.4,541.5
"m1866_benzene+water","benzene+water","benzene","water",0.489,541
"m1867_benzene+water","benzene+water","benzene","water",0.69,542.9
"m1868_benzene+water","benzene+water","benzene","water",0.799,545.4
"m1869_benzene+water","benzene+water","benzene","water",0.143,573
"m1870_benzene+water","benzene+water","benzene","water",0.148,583
"m1871_benzene+water","benzene+water","benzene","water",0.153,593
"m1872_benzene+water","benzene+water","benzene","water",0.159,603
"m1873_benzene+water","benzene+water","benzene","water",0.164,613
"m1874_benzene+water","benzene+water","benzene","water",0.13,573
"m1875_benzene+water","benzene+water","benzene","water",0.16,573
"m1876_toluene+water","toluene+water","toluene","water",0.12,583
"m1877_dichloromethane+1-chloro-1,1,2,2,2-pentafluoroethane","dichloromethane+1-chloro-1,1,2,2,2-pentafluoroethane","dichloromethane","1-chloro-1,1,2,2,2-pentafluoroethane",0.735,339.3
"m1878_dichloromethane+1-chloro-1,1,2,2,2-pentafluoroethane","dichloromethane+1-chloro-1,1,2,2,2-pentafluoroethane","dichloromethane","1-chloro-1,1,2,2,2-pentafluoroethane",0.735,339.6
"m1879_chlorotrifluoromethane+trifluoromethane","chlorotrifluoromethane+trifluoromethane","chlorotrifluoromethane","trifluoromethane",0.5,292.6
"m1880_dichlorodifluoromethane+1,1-difluoroethane","dichlorodifluoromethane+1,1-difluoroethane","dichlorodifluoromethane","1,1-difluoroethane",0.606,378.7
"m1881_dichlorodifluoromethane+1,1-difluoroethane","dichlorodifluoromethane+1,1-difluoroethane","dichlorodifluoromethane","1,1-difluoroethane",0.606,378.2
"m1882_chloro(fluoro)methane+1,1-dichloro-1,2,2,2-tetrafluoroethane","chloro(fluoro)methane+1,1-dichloro-1,2,2,2-tetrafluoroethane","chloro(fluoro)methane","1,1-dichloro-1,2,2,2-tetrafluoroethane",0.753,415.2
"m1883_2-chloro-1,1,1,2-tetrafluoroethane+octafluorocyclobutane","2-chloro-1,1,1,2-tetrafluoroethane+octafluorocyclobutane","2-chloro-1,1,1,2-tetrafluoroethane","octafluorocyclobutane",0.77,380.2
